p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality_name,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
kalvinphillips,2020,60,216,2558.0,29,29,2558.0,29,1995-12-02,177.71428571428572,72.0,England,Medium/High,67.14285714285714,77.28571428571429,71.14285714285714,Midfielder,25,,,,,,22.79753104289658,3.5,3.0,,,
kamilgrosicki,2016,32,340,962.0,12,12,1116.0,15,1988-06-08,179.625,77.625,Poland,Medium/Low,84.125,59.625,74.5,Midfielder,28,,,,,,24.058472548498308,2.5,3.0,,,
kamilgrosicki,2020,74,340,154.0,3,10,1116.0,15,1988-06-08,179.625,77.625,Poland,Medium/Low,84.125,59.625,74.5,Midfielder,32,962.0,12.0,80.16666666666667,32.0,12.0,24.058472548498308,2.5,3.0,1.0,340.0,32.0
karlangrant,2020,26,26,1172.0,21,31,2106.0,34,1997-09-18,182.71428571428572,70.0,England,High/Low,84.42857142857143,59.0,64.14285714285714,Forward,23,,,,,,20.96780799600939,3.0,2.0,,,
karldarlow,2015,67,332,855.0,9,30,4180.0,44,1990-10-08,187.5,81.0,England,Medium/Medium,,,71.125,Goalkeeper,25,,,,,,23.04,3.0,0.0,,,
karldarlow,2017,21,332,950.0,10,35,4180.0,44,1990-10-08,187.5,81.0,England,Medium/Medium,,,71.125,Goalkeeper,27,855.0,9.0,95.0,67.0,9.0,23.04,3.0,0.0,1.0,332.0,67.0
karldarlow,2018,109,332,0.0,0,23,4180.0,44,1990-10-08,187.5,81.0,England,Medium/Medium,,,71.125,Goalkeeper,28,1805.0,19.0,95.0,44.0,9.5,23.04,3.0,0.0,0.0,664.0,21.0
karldarlow,2019,14,332,0.0,0,37,4180.0,44,1990-10-08,187.5,81.0,England,Medium/Medium,,,71.125,Goalkeeper,29,1805.0,19.0,95.0,65.66666666666667,6.333333333333333,23.04,3.0,0.0,1.0,996.0,109.0
karldarlow,2020,60,332,2375.0,25,31,4180.0,44,1990-10-08,187.5,81.0,England,Medium/Medium,,,71.125,Goalkeeper,30,1805.0,19.0,95.0,52.75,4.75,23.04,3.0,0.0,0.0,1328.0,14.0
kaseypalmer,2017,82,190,184.0,4,4,184.0,4,1996-11-09,176.875,68.0,England,Medium/Medium,74.375,56.875,68.0,Midfielder,21,,,,,,21.73581890147211,3.0,3.0,,,
kasperschmeichel,2014,83,156,2280.0,24,25,23399.0,247,1986-11-05,187.5,84.125,Denmark,Medium/Medium,,,81.25,Goalkeeper,28,,,,,,23.92888888888889,3.0,0.0,,,
kasperschmeichel,2016,44,156,2812.0,30,30,23399.0,247,1986-11-05,187.5,84.125,Denmark,Medium/Medium,,,81.25,Goalkeeper,30,2280.0,24.0,95.0,83.0,24.0,23.92888888888889,3.0,0.0,1.0,156.0,83.0
kasperschmeichel,2017,29,156,3126.0,33,33,23399.0,247,1986-11-05,187.5,84.125,Denmark,Medium/Medium,,,81.25,Goalkeeper,31,5092.0,54.0,94.29629629629629,63.5,27.0,23.92888888888889,3.0,0.0,1.0,312.0,44.0
keanbryan,2020,21,618,1052.0,13,23,1052.0,13,1996-11-01,184.5,72.0,England,Medium/High,63.0,70.33333333333333,63.5,Defender,24,,,,,,21.15143102650539,3.5,1.0,,,
keinandavis,2019,115,221,608.0,18,21,946.0,33,1998-02-13,187.4,72.2,England,Medium/Medium,68.2,73.0,65.4,Forward,21,,,,,,20.558812440985957,3.0,2.0,,,
keinandavis,2020,37,221,338.0,15,33,946.0,33,1998-02-13,187.4,72.2,England,Medium/Medium,68.2,73.0,65.4,Forward,22,608.0,18.0,33.77777777777778,115.0,18.0,20.558812440985957,3.0,2.0,1.0,221.0,115.0
kelechiiheanacho,2015,9,17,850.0,25,35,5949.0,140,1996-10-03,183.57142857142858,80.0,Nigeria,Medium/Medium,80.57142857142857,67.42857142857143,73.71428571428571,Forward,19,,,,,,23.739950642704656,3.0,2.0,,,
kelechiiheanacho,2017,4,17,893.0,21,32,5949.0,140,1996-10-03,183.57142857142858,80.0,Nigeria,Medium/Medium,80.57142857142857,67.42857142857143,73.71428571428571,Forward,21,850.0,25.0,34.0,9.0,25.0,23.739950642704656,3.0,2.0,0.0,17.0,9.0
kelechiiheanacho,2019,4,17,1011.0,20,29,5949.0,140,1996-10-03,183.57142857142858,80.0,Nigeria,Medium/Medium,80.57142857142857,67.42857142857143,73.71428571428571,Forward,23,1743.0,46.0,37.891304347826086,6.5,23.0,23.739950642704656,3.0,2.0,0.0,34.0,4.0
kennethzohore,2018,90,487,816.0,19,25,816.0,19,1994-01-31,191.875,96.0,Denmark,Medium/Low,65.0,72.625,68.5,Forward,24,,,,,,26.075608229265033,2.5,2.0,,,
kennymclean,2019,6,567,3141.0,37,38,3141.0,37,1992-01-08,182.125,70.0,Scotland,High/High,71.625,68.5,70.375,Midfielder,27,,,,,,21.10371486620103,4.0,3.0,,,
kennytete,2020,98,414,1562.0,22,24,1562.0,22,1995-10-09,179.375,72.625,Netherlands,Medium/High,75.875,75.25,74.875,Defender,25,,,,,,22.571598538285038,3.5,1.0,,,
kensema,2019,27,27,0.0,0,1,794.0,17,1993-09-30,179.0,69.0,Sweden,Medium/Medium,78.83333333333333,68.66666666666667,70.16666666666667,Midfielder,26,,,,,,21.534908398614277,3.0,3.0,,,
kepaarrizabalaga,2018,3,200,3420.0,36,38,7175.0,76,1994-10-03,186.875,84.5,Spain,Medium/Medium,,,77.875,Goalkeeper,24,,,,,,24.196597353497168,3.0,0.0,,,
kepaarrizabalaga,2020,57,200,620.0,7,35,7175.0,76,1994-10-03,186.875,84.5,Spain,Medium/Medium,,,77.875,Goalkeeper,26,3420.0,36.0,95.0,3.0,36.0,24.196597353497168,3.0,0.0,0.0,200.0,3.0
kevindebruyne,2015,63,442,2108.0,25,26,14557.0,180,1991-06-28,181.0,72.0,Belgium,High/High,76.375,75.75,88.5,Midfielder,24,,,,,,21.97735111870822,4.0,3.0,,,
kevindebruyne,2016,31,442,3009.0,36,37,14557.0,180,1991-06-28,181.0,72.0,Belgium,High/High,76.375,75.75,88.5,Midfielder,25,2108.0,25.0,84.32,63.0,25.0,21.97735111870822,4.0,3.0,1.0,442.0,63.0
kevindebruyne,2018,161,442,1081.0,19,20,14557.0,180,1991-06-28,181.0,72.0,Belgium,High/High,76.375,75.75,88.5,Midfielder,27,5117.0,61.0,83.88524590163935,47.0,30.5,21.97735111870822,4.0,3.0,1.0,884.0,31.0
kevindebruyne,2019,24,442,2917.0,35,36,14557.0,180,1991-06-28,181.0,72.0,Belgium,High/High,76.375,75.75,88.5,Midfielder,28,6198.0,80.0,77.475,85.0,26.666666666666668,21.97735111870822,4.0,3.0,1.0,1326.0,161.0
kevindebruyne,2020,71,442,2096.0,25,29,14557.0,180,1991-06-28,181.0,72.0,Belgium,High/High,76.375,75.75,88.5,Midfielder,29,9115.0,115.0,79.26086956521739,69.75,28.75,21.97735111870822,4.0,3.0,0.0,1768.0,24.0
kevinlong,2014,273,448,20.0,1,14,3646.0,42,1990-08-18,188.25,82.0,Republic of Ireland,Low/Medium,56.5,70.875,69.375,Defender,24,,,,,,23.13896252087709,2.5,1.0,,,
kevinlong,2016,133,448,285.0,3,5,3646.0,42,1990-08-18,188.25,82.0,Republic of Ireland,Low/Medium,56.5,70.875,69.375,Defender,26,20.0,1.0,20.0,273.0,1.0,23.13896252087709,2.5,1.0,1.0,448.0,273.0
kevinlong,2019,30,448,602.0,8,29,3646.0,42,1990-08-18,188.25,82.0,Republic of Ireland,Low/Medium,56.5,70.875,69.375,Defender,29,305.0,4.0,76.25,203.0,2.0,23.13896252087709,2.5,1.0,1.0,896.0,133.0
kevinlong,2020,12,448,676.0,8,29,3646.0,42,1990-08-18,188.25,82.0,Republic of Ireland,Low/Medium,56.5,70.875,69.375,Defender,30,907.0,12.0,75.58333333333333,145.33333333333334,4.0,23.13896252087709,2.5,1.0,1.0,1344.0,30.0
kevinmcdonald,2009,50,751,1561.0,26,34,2470.0,41,1988-11-04,190.0,88.0,Scotland,Medium/Medium,60.857142857142854,73.57142857142857,72.0,Midfielder,21,,,,,,24.37673130193906,3.0,3.0,,,
kevinmcdonald,2018,57,751,909.0,15,19,2470.0,41,1988-11-04,190.0,88.0,Scotland,Medium/Medium,60.857142857142854,73.57142857142857,72.0,Midfielder,30,1561.0,26.0,60.03846153846154,50.0,26.0,24.37673130193906,3.0,3.0,1.0,751.0,50.0
kevinmirallas,2012,62,188,1890.0,27,27,9224.0,151,1987-10-05,181.33333333333334,71.0,Belgium,High/Medium,83.66666666666667,63.666666666666664,79.66666666666667,Midfielder,25,,,,,,21.59250648788927,3.5,3.0,,,
kevinmirallas,2013,30,188,2417.0,32,35,9224.0,151,1987-10-05,181.33333333333334,71.0,Belgium,High/Medium,83.66666666666667,63.666666666666664,79.66666666666667,Midfielder,26,1890.0,27.0,70.0,62.0,27.0,21.59250648788927,3.5,3.0,1.0,188.0,62.0
kevinmirallas,2014,55,188,1493.0,29,30,9224.0,151,1987-10-05,181.33333333333334,71.0,Belgium,High/Medium,83.66666666666667,63.666666666666664,79.66666666666667,Midfielder,27,4307.0,59.0,73.0,46.0,29.5,21.59250648788927,3.5,3.0,1.0,376.0,30.0
kevinstewart,2015,49,49,599.0,7,8,631.0,11,1993-09-07,181.33333333333334,74.0,England,Medium/High,69.33333333333333,72.33333333333333,67.16666666666667,Defender,22,,,,,,22.504865916955012,3.5,1.0,,,
kevinwimmer,2016,10,158,376.0,5,27,2634.0,32,1992-11-15,187.0,85.0,Austria,Medium/Medium,59.25,73.625,74.125,Defender,24,,,,,,24.307243558580453,3.0,1.0,,,
kierangibbs,2009,158,500,285.0,3,13,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,20,,,,,,21.938834724670073,3.5,1.0,,,
kierangibbs,2010,45,500,375.0,7,26,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,21,285.0,3.0,95.0,158.0,3.0,21.938834724670073,3.5,1.0,1.0,500.0,158.0
kierangibbs,2011,119,500,1308.0,16,19,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,22,660.0,10.0,66.0,101.5,5.0,21.938834724670073,3.5,1.0,1.0,1000.0,45.0
kierangibbs,2012,89,500,2259.0,27,28,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,23,1968.0,26.0,75.6923076923077,107.33333333333333,8.666666666666666,21.938834724670073,3.5,1.0,1.0,1500.0,119.0
kierangibbs,2013,14,500,2255.0,28,30,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,24,4227.0,53.0,79.75471698113208,102.75,13.25,21.938834724670073,3.5,1.0,1.0,2000.0,89.0
kierangibbs,2014,16,500,1755.0,22,35,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,25,6482.0,81.0,80.0246913580247,85.0,16.2,21.938834724670073,3.5,1.0,0.0,2500.0,14.0
kierangibbs,2016,21,500,742.0,11,31,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,27,8237.0,103.0,79.97087378640776,73.5,17.166666666666668,21.938834724670073,3.5,1.0,0.0,3000.0,16.0
kierangibbs,2020,14,500,905.0,10,17,13870.0,180,1989-09-26,178.625,70.0,England,High/Medium,78.5,71.0,76.875,Defender,31,8979.0,114.0,78.76315789473684,66.0,16.285714285714285,21.938834724670073,3.5,1.0,0.0,3500.0,21.0
kierantierney,2019,96,535,1037.0,15,19,3504.0,42,1997-06-05,178.0,72.0,Scotland,High/High,80.42857142857143,72.28571428571429,71.57142857142857,Defender,22,,,,,,22.724403484408533,4.0,1.0,,,
kierantierney,2020,83,535,2467.0,27,27,3504.0,42,1997-06-05,178.0,72.0,Scotland,High/High,80.42857142857143,72.28571428571429,71.57142857142857,Defender,23,1037.0,15.0,69.13333333333334,96.0,15.0,22.724403484408533,4.0,1.0,1.0,535.0,96.0
kierantrippier,2017,14,226,2020.0,24,35,9112.0,106,1990-09-19,176.5,71.0,England,High/High,76.5,72.875,79.0,Defender,27,,,,,,22.791291158744556,4.0,1.0,,,
kierantrippier,2018,68,226,2398.0,27,31,9112.0,106,1990-09-19,176.5,71.0,England,High/High,76.5,72.875,79.0,Defender,28,2020.0,24.0,84.16666666666667,14.0,24.0,22.791291158744556,4.0,1.0,0.0,226.0,14.0
konstantinosmavropanos,2018,126,341,154.0,4,7,439.0,7,1997-12-11,194.0,88.25,Greece,Medium/High,65.75,75.75,71.0,Defender,21,,,,,,23.44829418641726,3.5,1.0,,,
konstantinosmavropanos,2019,81,341,0.0,0,3,439.0,7,1997-12-11,194.0,88.25,Greece,Medium/High,65.75,75.75,71.0,Defender,22,154.0,4.0,38.5,126.0,4.0,23.44829418641726,3.5,1.0,1.0,341.0,126.0
konstantinosstafylidis,2017,196,839,354.0,5,6,354.0,5,1993-12-02,177.875,73.25,Greece,High/Medium,78.125,67.375,72.875,Defender,24,,,,,,23.15142901306663,3.5,1.0,,,
konstantinostsimikas,2020,82,86,13.0,2,22,13.0,2,1996-05-12,177.8,71.6,Greece,High/High,83.2,71.2,71.6,Defender,24,,,,,,22.649024889886512,4.0,1.0,,,
kortneyhause,2018,13,312,0.0,0,11,2299.0,25,1995-07-16,190.0,83.0,England,Medium/Medium,64.25,72.125,67.0,Defender,23,,,,,,22.991689750692522,3.0,1.0,,,
kortneyhause,2019,21,312,1634.0,18,20,2299.0,25,1995-07-16,190.0,83.0,England,Medium/Medium,64.25,72.125,67.0,Defender,24,0.0,0.0,,13.0,0.0,22.991689750692522,3.0,1.0,0.0,312.0,13.0
kortneyhause,2020,162,312,665.0,7,17,2299.0,25,1995-07-16,190.0,83.0,England,Medium/Medium,64.25,72.125,67.0,Defender,25,1634.0,18.0,90.77777777777777,17.0,9.0,22.991689750692522,3.0,1.0,0.0,624.0,21.0
kurtzouma,2014,52,624,702.0,15,35,13393.0,163,1994-10-27,189.625,91.625,France,Medium/Medium,68.125,82.25,78.625,Defender,20,,,,,,25.48137152700074,3.0,1.0,,,
kurtzouma,2015,287,624,2028.0,23,25,13393.0,163,1994-10-27,189.625,91.625,France,Medium/Medium,68.125,82.25,78.625,Defender,21,702.0,15.0,46.8,52.0,15.0,25.48137152700074,3.0,1.0,1.0,624.0,52.0
kurtzouma,2017,7,624,3047.0,33,34,13393.0,163,1994-10-27,189.625,91.625,France,Medium/Medium,68.125,82.25,78.625,Defender,23,2730.0,38.0,71.84210526315789,169.5,19.0,25.48137152700074,3.0,1.0,1.0,1248.0,287.0
kurtzouma,2020,6,624,2099.0,24,35,13393.0,163,1994-10-27,189.625,91.625,France,Medium/Medium,68.125,82.25,78.625,Defender,26,5777.0,71.0,81.36619718309859,115.33333333333333,23.666666666666668,25.48137152700074,3.0,1.0,0.0,1872.0,7.0
kylebartley,2012,85,598,157.0,2,13,4210.0,51,1991-05-22,194.0,94.0,England,Medium/High,58.5,79.625,70.75,Defender,21,,,,,,24.97608672547561,3.5,1.0,,,
kylebartley,2013,57,598,96.0,2,4,4210.0,51,1991-05-22,194.0,94.0,England,Medium/High,58.5,79.625,70.75,Defender,22,157.0,2.0,78.5,85.0,2.0,24.97608672547561,3.5,1.0,1.0,598.0,85.0
kylebartley,2014,50,598,665.0,7,24,4210.0,51,1991-05-22,194.0,94.0,England,Medium/High,58.5,79.625,70.75,Defender,23,253.0,4.0,63.25,71.0,2.0,24.97608672547561,3.5,1.0,1.0,1196.0,57.0
kylebartley,2017,202,598,254.0,5,15,4210.0,51,1991-05-22,194.0,94.0,England,Medium/High,58.5,79.625,70.75,Defender,26,918.0,11.0,83.45454545454545,64.0,3.6666666666666665,24.97608672547561,3.5,1.0,1.0,1794.0,50.0
kylebartley,2020,25,598,2729.0,30,33,4210.0,51,1991-05-22,194.0,94.0,England,Medium/High,58.5,79.625,70.75,Defender,29,1172.0,16.0,73.25,98.5,4.0,24.97608672547561,3.5,1.0,1.0,2392.0,202.0
kylenaughton,2013,4,72,1844.0,22,32,15111.0,175,1988-11-11,180.0,73.0,England,High/Medium,72.875,69.5,73.0,Defender,25,,,,,,22.530864197530864,3.5,1.0,,,
kylenaughton,2014,68,72,1310.0,15,19,15111.0,175,1988-11-11,180.0,73.0,England,High/Medium,72.875,69.5,73.0,Defender,26,1844.0,22.0,83.81818181818181,4.0,22.0,22.530864197530864,3.5,1.0,0.0,72.0,4.0
kyletaylor,2018,91,485,0.0,0,6,0.0,0,1999-08-28,178.0,70.0,England,High/Medium,65.75,54.0,60.0,Midfielder,19,,,,,,22.093170054286073,3.5,3.0,,,
kylewalker,2011,11,395,3400.0,37,38,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,21,,,,,,22.48046176392562,4.0,1.0,,,
kylewalker,2013,122,395,2423.0,26,27,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,23,3400.0,37.0,91.89189189189189,11.0,37.0,22.48046176392562,4.0,1.0,0.0,395.0,11.0
kylewalker,2014,154,395,1377.0,15,16,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,24,5823.0,63.0,92.42857142857143,66.5,31.5,22.48046176392562,4.0,1.0,1.0,790.0,122.0
kylewalker,2016,17,395,2844.0,33,35,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,26,7200.0,78.0,92.3076923076923,95.66666666666667,26.0,22.48046176392562,4.0,1.0,1.0,1185.0,154.0
kylewalker,2018,17,395,2937.0,33,37,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,28,10044.0,111.0,90.48648648648648,76.0,27.75,22.48046176392562,4.0,1.0,0.0,1580.0,17.0
kylewalker,2019,21,395,2511.0,29,36,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,29,12981.0,144.0,90.14583333333333,64.2,28.8,22.48046176392562,4.0,1.0,0.0,1975.0,17.0
kylewalker,2020,4,395,2056.0,24,33,28555.0,316,1990-05-28,181.125,73.75,England,High/High,90.75,80.875,82.25,Defender,30,15492.0,173.0,89.54913294797687,57.0,28.833333333333332,22.48046176392562,4.0,1.0,0.0,2370.0,21.0
laurentkoscielny,2010,24,562,2759.0,30,31,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,25,,,,,,21.859463521794424,3.5,1.0,,,
laurentkoscielny,2011,7,562,3029.0,33,34,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,26,2759.0,30.0,91.96666666666667,24.0,30.0,21.859463521794424,3.5,1.0,0.0,562.0,24.0
laurentkoscielny,2012,42,562,1856.0,24,32,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,27,5788.0,63.0,91.87301587301587,15.5,31.5,21.859463521794424,3.5,1.0,0.0,1124.0,7.0
laurentkoscielny,2013,35,562,2909.0,32,32,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,28,7644.0,87.0,87.86206896551724,24.333333333333332,29.0,21.859463521794424,3.5,1.0,1.0,1686.0,42.0
laurentkoscielny,2014,71,562,2413.0,27,30,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,29,10553.0,119.0,88.68067226890756,27.0,29.75,21.859463521794424,3.5,1.0,1.0,2248.0,35.0
laurentkoscielny,2015,21,562,3001.0,33,34,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,30,12966.0,146.0,88.8082191780822,35.8,29.2,21.859463521794424,3.5,1.0,1.0,2810.0,71.0
laurentkoscielny,2016,14,562,3054.0,33,33,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,31,15967.0,179.0,89.20111731843575,33.333333333333336,29.833333333333332,21.859463521794424,3.5,1.0,0.0,3372.0,21.0
laurentkoscielny,2017,223,562,2342.0,25,26,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,32,19021.0,212.0,89.72169811320755,30.571428571428573,30.285714285714285,21.859463521794424,3.5,1.0,0.0,3934.0,14.0
laurentkoscielny,2018,42,562,1410.0,17,19,22773.0,254,1985-09-10,186.0,75.625,France,Medium/High,68.25,75.5,81.625,Defender,33,21363.0,237.0,90.13924050632912,54.625,29.625,21.859463521794424,3.5,1.0,1.0,4496.0,223.0
lazarmarkovic,2016,72,502,1037.0,12,12,2074.0,32,1994-03-02,175.0,65.4,Serbia,Medium/Medium,89.2,53.2,76.6,Midfielder,22,,,,,,21.355102040816327,3.0,3.0,,,
lazarmarkovic,2018,91,502,50.0,1,2,2074.0,32,1994-03-02,175.0,65.4,Serbia,Medium/Medium,89.2,53.2,76.6,Midfielder,24,1037.0,12.0,86.41666666666667,72.0,12.0,21.355102040816327,3.0,3.0,1.0,502.0,72.0
leanderdendoncker,2018,29,114,1544.0,19,27,7151.0,90,1995-04-15,187.375,84.125,Belgium,High/High,66.25,78.125,74.75,Midfielder,23,,,,,,23.960826007643075,4.0,3.0,,,
leanderdendoncker,2019,0,114,2957.0,38,38,7151.0,90,1995-04-15,187.375,84.125,Belgium,High/High,66.25,78.125,74.75,Midfielder,24,1544.0,19.0,81.26315789473684,29.0,19.0,23.960826007643075,4.0,3.0,0.0,114.0,29.0
leanderdendoncker,2020,26,114,2650.0,33,34,7151.0,90,1995-04-15,187.375,84.125,Belgium,High/High,66.25,78.125,74.75,Midfielder,25,4501.0,57.0,78.96491228070175,14.5,28.5,23.960826007643075,4.0,3.0,0.0,228.0,0.0
leandrotrossard,2019,47,268,2108.0,31,34,4818.0,66,1994-12-04,172.0,66.42857142857143,Belgium,High/Medium,80.0,58.857142857142854,73.85714285714286,Forward,25,,,,,,22.454222359576608,3.5,2.0,,,
leandrotrossard,2020,25,268,2710.0,35,36,4818.0,66,1994-12-04,172.0,66.42857142857143,Belgium,High/Medium,80.0,58.857142857142854,73.85714285714286,Forward,26,2108.0,31.0,68.0,47.0,31.0,22.454222359576608,3.5,2.0,1.0,268.0,47.0
leecattermole,2007,45,875,1087.0,24,27,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,19,,,,,,23.98687034465345,3.0,3.0,,,
leecattermole,2009,86,875,1596.0,22,22,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,21,1087.0,24.0,45.291666666666664,45.0,24.0,23.98687034465345,3.0,3.0,1.0,875.0,45.0
leecattermole,2010,96,875,2146.0,23,23,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,22,2683.0,46.0,58.32608695652174,65.5,23.0,23.98687034465345,3.0,3.0,1.0,1750.0,86.0
leecattermole,2012,293,875,696.0,10,10,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,24,4829.0,69.0,69.98550724637681,75.66666666666667,23.0,23.98687034465345,3.0,3.0,1.0,2625.0,96.0
leecattermole,2015,34,875,2316.0,31,32,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,27,5525.0,79.0,69.9367088607595,130.0,19.75,23.98687034465345,3.0,3.0,1.0,3500.0,293.0
leecattermole,2016,261,875,645.0,8,9,20975.0,271,1988-03-21,178.0,76.0,England,Low/High,65.0,79.4,75.4,Midfielder,28,7841.0,110.0,71.28181818181818,110.8,22.0,23.98687034465345,3.0,3.0,1.0,4375.0,34.0
leegrant,2017,50,227,285.0,3,29,2945.0,31,1983-01-27,193.0,83.0,England,Medium/Medium,,,69.125,Goalkeeper,34,,,,,,22.28247738194314,3.0,0.0,,,
leegrant,2019,137,227,0.0,0,3,2945.0,31,1983-01-27,193.0,83.0,England,Medium/Medium,,,69.125,Goalkeeper,36,285.0,3.0,95.0,50.0,3.0,22.28247738194314,3.0,0.0,1.0,227.0,50.0
leepeltier,2018,48,75,1632.0,19,31,1875.0,23,1986-12-11,177.5,73.875,England,Low/High,63.625,73.75,68.625,Midfielder,32,,,,,,23.447728625272767,3.0,3.0,,,
leightonbaines,2007,43,373,1228.0,22,25,37404.0,420,1984-12-11,170.0,70.66666666666667,England,High/Medium,69.33333333333333,69.5,80.66666666666667,Defender,23,,,,,,24.45213379469435,3.5,1.0,,,
leightonbaines,2013,34,373,2990.0,32,32,37404.0,420,1984-12-11,170.0,70.66666666666667,England,High/Medium,69.33333333333333,69.5,80.66666666666667,Defender,29,1228.0,22.0,55.81818181818182,43.0,22.0,24.45213379469435,3.5,1.0,1.0,373.0,43.0
leightonbaines,2014,202,373,2924.0,31,31,37404.0,420,1984-12-11,170.0,70.66666666666667,England,High/Medium,69.33333333333333,69.5,80.66666666666667,Defender,30,4218.0,54.0,78.11111111111111,38.5,27.0,24.45213379469435,3.5,1.0,1.0,746.0,34.0
leightonbaines,2017,94,373,2010.0,22,23,37404.0,420,1984-12-11,170.0,70.66666666666667,England,High/Medium,69.33333333333333,69.5,80.66666666666667,Defender,33,7142.0,85.0,84.02352941176471,93.0,28.333333333333332,24.45213379469435,3.5,1.0,1.0,1119.0,202.0
leonardoulloa,2016,29,211,510.0,16,24,4430.0,96,1986-07-26,186.14285714285714,84.14285714285714,Argentina,Medium/Medium,48.285714285714285,78.71428571428571,72.71428571428571,Forward,30,,,,,,24.28423927544264,3.0,2.0,,,
leonbalogun,2018,67,921,631.0,8,25,631.0,8,1988-06-28,190.0,88.0,Nigeria,Medium/Medium,65.85714285714286,76.14285714285714,73.71428571428571,Defender,30,,,,,,24.37673130193906,3.0,1.0,,,
leonbalogun,2019,62,921,0.0,0,4,631.0,8,1988-06-28,190.0,88.0,Nigeria,Medium/Medium,65.85714285714286,76.14285714285714,73.71428571428571,Defender,31,631.0,8.0,78.875,67.0,8.0,24.37673130193906,3.0,1.0,1.0,921.0,67.0
leonbritton,2011,14,251,3159.0,36,37,11567.0,149,1982-09-16,167.0,65.0,England,Low/Medium,58.5,65.25,76.5,Midfielder,29,,,,,,23.306680053067517,2.5,3.0,,,
leonbritton,2012,19,251,2643.0,33,34,11567.0,149,1982-09-16,167.0,65.0,England,Low/Medium,58.5,65.25,76.5,Midfielder,30,3159.0,36.0,87.75,14.0,36.0,23.306680053067517,2.5,3.0,0.0,251.0,14.0
leonbritton,2014,108,251,557.0,9,20,11567.0,149,1982-09-16,167.0,65.0,England,Low/Medium,58.5,65.25,76.5,Midfielder,32,5802.0,69.0,84.08695652173913,16.5,34.5,23.306680053067517,2.5,3.0,0.0,502.0,19.0
leonbritton,2016,18,251,1191.0,16,25,11567.0,149,1982-09-16,167.0,65.0,England,Low/Medium,58.5,65.25,76.5,Midfielder,34,6359.0,78.0,81.52564102564102,47.0,26.0,23.306680053067517,2.5,3.0,1.0,753.0,108.0
leonbritton,2017,92,251,309.0,5,7,11567.0,149,1982-09-16,167.0,65.0,England,Low/Medium,58.5,65.25,76.5,Midfielder,35,7550.0,94.0,80.31914893617021,39.75,23.5,23.306680053067517,2.5,3.0,0.0,1004.0,18.0
leroyfer,2013,58,603,2598.0,29,31,9873.0,123,1990-01-05,188.0,81.625,Netherlands,Medium/Medium,70.625,81.25,75.5,Midfielder,23,,,,,,23.09444318696243,3.0,3.0,,,
